1:		Team Unlimited
7370:	ELT TECH TEAM
7371:	Robo Rangers
7372:	TPAA-FTC
7373:	Eagle Robotics
7374:	Techno Inventors "EINSTEIN"
7375:	Techno Inventors  "TA-EDISON"
7376:	GEAR Heads 2
7377:	Adeamus
7378:	Turkeybots
7379:	SHARKS
7380:	Commanders
7381:	A1
7382:	B1
7383:	B2
7384:	Awesome Women Robot Engineers
7385:	Cool Women Robot Engineers
7386:	RACS 
7387:	Protect and Servo
7388:	StarBots
7389:	CMIT HIGH TIGERS
7390:	Jellyfish
7391:	Error: 7391 Not Found
7392:	Golden Elks
7393:	electron Volts
7394:	Terminators
7395:	Chrome Hounds
7396:	Mega Watts
7397:	Knights
7398:	BLUE CREW
7399:	Robo Clover
7400:	Iron Eagles
7401:	Home Followship Group
7402:	Future Transformers
7403:	The Grizzly Griffins
7404:	Lightning Robotics
7405:	Fire Breathing Rubber Duckies
7406:	Optic eagles
7407:	Delta Force
7408:	Nuclear Unicorn Girl Assemblers (NUGA)
7409:	The Creepers
7410:	Warriors
7411:	Rockets
7412:	Henderson County High School
7413:	RATZ
7414:	PAAAS
7415:	Clearwater Central Catholic High School Robotics Club
7416:	Silver Spartans
7417:	Portledge
7418:	Batteries Not Included
7419:	System Overload
7420:	BHBL
7421:	Chicago Tigers
7422:	Circular Logic
7423:	Flaming Phoenix
7424:	Robotic Warriors
7425:	Bucket Bots
7426:	2 Legit 2 Quit
7427:	University YES FTC
7428:	West
7429:	Prototype
7430:	Engineering Robotics
7431:	G.E.A.R.S. Silver
7432:	G.E.A.R.S. Purple
7433:	The Cyclones - Storm Robotics Team
7434:	Infinite Minds
7435:	Controlled Chaos
7436:	Nettlewood Robotics Club
7437:	L.E.D.
7438:	Tau TroboBots
7439:	Iron Trojans
7442:	Robo-Wolves
7443:	HHS Robotics
7444:	Sisters of the Motherboard
7445:	Red Hot Chili Bots - Blue Team
7446:	Park Center Robotics
7447:	ST PETER MINUTEMEN X-NOVA
7448:	HIS Team 1
7449:	HIS Team 2
7450:	Suffern Celeritas
7451:	Bullfrogs
7452:	Iron Giants
7453:	Harpooners
7454:	Cardinal and Gold
7455:	Lions
7456:	VVMS RoboClub
7457:	CyberKnights
7458:	Full Force!
7459:	Imagineers
7460:	Thunder
7461:	CTHULHU BOTS
7462:	End of Line
7463:	The 3 Engineers
7464:	Capitals
7465:	paperBlotterOutters
7466:	Robotic Sudsy
7467:	Chuck Norris
7468:	Blue Chariots of Fire
7469:	Bearcats
7470:	Cow Tippers
7471:	BX Dragons 
7472:	Lil' Megatronic Oracles
7473:	Struttin Turkeys
7474:	YMCA
7475:	The Navigators
7476:	Spartan Robotics
7477:	Super 7
7478:	Boerne Stormin' Robots
7479:	Red Hot Chili Bots - Red Team
7480:	Coffee County High FTC Team
7481:	BlazerBots
7482:	DCepticons
7483:	Littleton Robotics
7484:	Enigmas
7485:	RoboLions
7486:	Suffern Robo Dwarves
7487:	Dumbledore’s Army
7488:	Suffern Doctors
7489:	Brotherhood of Steel
7490:	Indians
7491:	Honey Badgers
7492:	R^3 (Radical Renegade Roboticists)
7493:	T b a 
7494:	TBA
7495:	Rocketman
7496:	Natural Nerds
7497:	Purple Galaxys
7498:	Ace Robotics
7499:	Operation Domination
7500:	Robota White
7501:	F.I.R.E.   
7502:	Patriots
7503:	Lightning Bolts
7504:	TBD
7505:	TheRoboAztechs
7506:	Bombers
7507:	S.W.A.T.
7508:	Silicon Sentinels
7509:	Blazer Robotics
7510:	Legends
7511:	Panthers
7512:	Bulldogs
7513:	EMS
7514:	HSA HAWKS
7515:	X-Men
7516:	Roborines
7517:	Wizards
7518:	QO Team A
7519:	QO Team B
7520:	Munger Steel Panthers
7521:	BERKBOTS
7522:	warhawks
7523:	Panthers
7524:	Team Last Minute
7525:	Eagles 
7526:	SHS Robotics
7527:	Golden Hawks
7528:	Ipoly FIRST Robotics team aka Broncos
7529:	BAY
7530:	TBD
7531:	Team Paradox²
7532:	The Corps #1
7533:	The Corps #2
7534:	Robot Lions
7535:	The Hilltoppers
7536:	Gator Girls
7537:	Gator Swag
7538:	PI Crew
7540:	Bullbots
7541:	MULES
7542:	OLP MicroChicks
7543:	Coakleo
7544:	Cyber Cougars
7545:	Falcons 
7546:	F,U
7547:	JoeBotics
7548:	Gummy Bears
7549:	Hana Hou!
7550:	Tweety Pies
7551:	Moon Walk
7552:	gfps robotics
7553:	Thavma
7555:	RoboZilla
7556:	Inner City Circuits
7557:	Mecha Makos Team #2
7558:	GCYC Robotics
7559:	Cyber Teens
7560:	Wolfpack Robotics
7561:	Techno 
7563:	Drew Charter SR1
7564:	Drew Charter SR2
7565:	i-team
7566:	Falcons 1
7567:	falcons 2
7568:	Evansville Robotics Team
7569:	MES
7570:	T.A.F.T.
7571:	Dartmouth Dynasty
7572:	Bomb Squad Special Unit
7573:	Jarvis
7574:	Swaggatronics
7575:	Highlanders
7576:	Blue Porcupines
7577:	Transmission
7578:	Girls Rule
7579:	OSS Team 3
7580:	6 1/2 Block Heads
7581:	Honey Badgers
7582:	Griffins
7583:	Lakers
7584:	WFS Quaker Up Robotics
7585:	Artisinal Rocketeers
7586:	Rocketeers
7587:	Artisans
7588:	The Pride
7589:	The Heat
7590:	Gulfstream STEManators
7591:	Voltage of Imagination
7592:	Roarbots
7593:	TigerBots
7594:	Zagbots
7595:	Las Aguilas 2
7596:	Metal Storm
7597:	A-B Indians
7598:	Loftis Robotics
7599:	Aviators II
7600:	Robotechs
7601:	St Vincent St Mary Team 2
7602:	HSI Beta
7603:	Team Friendship
7604:	Team Starwhal
7605:	Middle IMSA TIgers
7606:	High IMSA TIgers
7607:	Wall-E
7608:	L&N STEMpunks
7609:	Lions
7610:	Tino Rush
7611:	Mighty Oaks
7612:	William Mason SIGROB
7613:	Mustangs
7614:	Robo Leopards
7615:	Lutheran Mustangs
7616:	Robo-Crazy
7617:	Elemental Fusion
7618:	Particle Raiders
7619:	Robohawks
7620:	Team 2
7621:	π(Pi) Hards
7622:	Forty-Two
7623:	Girls
7624:	RoboSabers
7625:	Otus
7626:	Grandview Middle School Bulldogs
7627:	Jefferson
7628:	ADVANCE TECH CREDIT TEAM
7629:	mah nerds
7630:	Vikings
7631:	Exquisiteam
7632:	BlockHeads
7633:	TA Tigerbots
7634:	Jr RUSH
7635:	The Mason Robotics Team
7636:	GearChangers
7637:	Nifty Engineering Robotic Design Youth
7638:	Bears
7639:	Bulldogs
7640:	Robo Tigers
7641:	Betta Fish
7642:	Cougars
7643:	Tigers
7644:	The Dare Devils
7645:	BHS Robotics
7646:	Circuit Overlords
7647:	Success Academy
7648:	Martin City Bulldogs
7650:	The Circuit Breakers
7651:	FTC - Dickinson
7652:	Mustangs
7653:	TechRangers
7654:	Clark Preps
7655:	The Q is Silqent
7656:	Trilobots
7657:	Automation Domination
7658:	Robot Pi
7659:	Blue Light Special
7660:	Mad Scientist Club
7661:	Team STEAM
7662:	Dragons
7663:	E-Lemon-ators
7664:	Razor Gears
7665:	TaskMasters 4-H Club
7666:	Phantomechanix
7667:	Tiger-Bots 2
7668:	Trojanbots
7669:	Circuits
7670:	Panthers
7671:	Warrior Bots
7672:	KMS Seeds After School
7673:	Dragons and Tiaras
7674:	Ranken Gateway STEM Olympians!
7675:	HPRHS
7676:	Whidbey Island Wildcats
7677:	Rockin' Robotics
7678:	Mustangs
7679:	Storm Robotics
7680:	Bengals
7681:	Robo Saints
7682:	Knights
7683:	The Iron Crusaders
7684:	Young Bots
7685:	The Magnificent Blue Hawks
7686:	IDEA
7687:	Technomancers
7688:	Jr RUSH2
7689:	Jr RUSH3
7690:	MASH Triage Unit
7691:	Jr RUSH4
7692:	Jr RUSH5`
7693:	Jr RUSH6
7694:	Nerdvana
7695:	Dia de Los Robots
7696:	RSF Eagles
7697:	Robo Rangers
7698:	JuggerBot
7699:	LHS R-B
7700:	Hash Slinging Slashers
7701:	Technical Difficulties
7702:	LHS R-E
7703:	LHS R-F
7704:	Gold E Blocks
7705:	Radioactive Chinchillas
7706:	Saints
7707:	Silent Bot Deadly
7708:	Vortex
7709:	The Vikings
7710:	Hydra C
7711:	Trinity Crowns
7712:	Intelligents
7713:	Hawks
7714:	Cloud 9
7715:	(RC) Squared
7716:	Knight Tech Robotics
7717:	Eagles2
7718:	HIES Yerkes
7719:	Team RISE
7720:	Beyond Infinity
7721:	The Saints
7722:	Cougarbots
7723:	U-Go Engineering
7724:	Guardians
7725:	NISMO
7726:	Automatons
7727:	Import *
7728:	New-Matics
7729:	Seahawk Robotics
7730:	Robot
7731:	Syeknom Rotom
7732:	Techno Tigers
7733:	BRUSA
7734:	Swaggin' Dragons
7735:	Mustang
7736:	Campbell's Super Gnomes
7737:	FVR2
7738:	FVR3
7739:	FVR4
7740:	Primus Pilus
7741:	Robo-Panthers
7742:	Jaktd Jadda
7743:	Lansing Bobcats
7744:	4-H Tech Stars
7745:	Improbable Phenomenon
7746:	Sehome Sea Monsters
7747:	Cougars
7748:	Bronco Robots
7749:	Lambots
7750:	M&M's
7751:	MHSHS1
7752:	MHSHS2
7753:	MHSHS3
7754:	MHSHS4
7755:	MHSHS5
7756:	MHSHS6
7757:	Friarbot Jr.
7758:	Pandotics
7759:	Velociraptor
7760:	Megaraptor
7761:	Junior Talons
7762:	Dragon 2
7763:	Dragon 3
7764:	Dragon 4
7765:	The Brainstormers
7766:	Cyber Coltz
7767:	Upper Echelon
7768:	Confluence
7769:	Jag Bots
7770:	Real Steel
7771:	Trinity's 6 Roboteers
7772:	GRUPA
7773:	Full Metal Mafia
7774:	TWLC
7775:	Stadium FTC
7776:	Strange Array
7777:	A-Team
7778:	8th Grade A
7779:	8th Grade D
7780:	Bedford Panthers
7781:	8th Grade G
7782:	Evo Tech
7783:	Electric Wave
7784:	Tigers
7785:	FB Pink Lady Hornets
7786:	Blue Streak Innovators
7787:	ROBO CAPS
7788:	Travis Middle School Robotics
7789:	FB Sting
7790:	Tektonic Ninjas
7791:	Hornets Tm 3
7792:	Nindroids
7793:	Page 365
7794:	Turbo Drive
7795:	Robot Masters
7796:	Phi-thon
7797:	8 Bit Bots
7798:	LIGHTSABERS - Jedi Knights
7799:	Autobotics
7800:	Robo Design Pros
7801:	Electric Eagles
7802:	Challenge Accepted.
7803:	Dinwiddie HS 
7804:	NEBULA
7805:	Ratchet Squad
7806:	Cougarbytes
7807:	Pink Dragons
7808:	The Council
7809:	Indians
7810:	Motor Lutherans
7811:	Phoenix Rising
7812:	Troopers Blue
7813:	Hawks FTC
7814:	Eagles
7815:	Mules
7816:	Spudnik
7817:	TaterBotz
7818:	Skunk Works White
7819:	Gold Seekers
7820:	We the people ;-)
7821:	REEF ROBOTICS
7822:	Robosharks
7823:	Roadrunner Robotics
7824:	Eaglebots
7825:	Happybots
7826:	C:HAWKS
7827:	Windsor High
7828:	Robo Ducks
7829:	Mighty Soph's
7830:	Schrodingers Panthers
7831:	Wreck It!
7832:	Alumbot Asylum
7833:	Built4Cause
7834:	CMI Impact
7835:	Chocolate Thunder
7836:	Tech Prep
7837:	The Thunder Colts
7838:	Crimson Typhoon
7839:	Terminators
7840:	Hawks2
7841:	Ballen Pretzels 2
7842:	Browncoats
7843:	Cyborg Narwhals
7844:	Blue Devils
7845:	Project Unlimited
7846:	Rockin' Robots
7847:	Hale Huskies
7848:	Some Guys
7849:	Bears
7850:	AlkaKnight
7851:	Omicron TroboBots
7852:	Soaring Hawks
7853:	EC Hornets
7854:	Team Tesseract
7855:	FHS xbot #4
7856:	Green Army Robotics - Tactical Division
7857:	Team Phoenix
7858:	Team Trojan
7859:	Pointless Jellyfish
7860:	Gyro Bots
7861:	S.U.P.R
7862:	Ostentatious Ocelots 
7863:	sioux falls rookies
7864:	TerrorBytes
7865:	wizard knights
7866:	alien bolts
7867:	Saints
7868:	BB Tech Team
7869:	Panthers
7870:	Aragog's
7871:	Gearbreakers
7872:	Nanobots
7873:	Celsius
7874:	Hex Tech
7875:	Men In Green
7876:	Ghost Robotics 2
7877:	HardWired β (Beta)
7878:	Cougarbots
7879:	CTF
7880:	The Carnivorous Rabbits
7881:	RoboHackers
7882:	Boss Bots
7883:	Penn Wood
7884:	Cougars
7885:	Sun Valley
7886:	Delaware County 3
7887:	Chester
7888:	Delaware County 5 RoboChicks
7889:	N3RD 3
7890:	Space Lions
7891:	Nanobots
7892:	infinity
7893:	Brickheads
7894:	Knight Robotics
7895:	Baldwin Brawlers
7896:	T.E.A.M.
7897:	EMPs
7898:	I.C.E.
7899:	Wait for it...
7900:	The Pirates
7901:	Jet Robotics
7902:	Jet Robotics
7903:	Jet Robotics
7904:	Robotigers
7905:	Jet Robotics
7906:	ICE Squared
7907:	Stark Industries
7908:	Falcons
7909:	ThunderBots
7910:	Devilbots White Team
7911:	NC GEARS
7912:	EggsECUTION
7913:	Warwick Robotics
7914:	River Rats
7915:	BlueJay Bots
7916:	Griffons
7917:	Bulldogs
7918:	Bulldogs
7919:	Jaguars 2
7920:	Eagle Bots
7921:	Mason County 4-H
7922:	Pikeville High School
7923:	Voyager 
7924:	South Sioux City High School
7925:	Tigerbot
7926:	Lamar County Robotics
7927:	Urbana Robotics
7928:	Lopez FriesenBots
7929:	Tiger Bots
7930:	Viking Bot
7931:	Metallic Thunder
7932:	Robo Eagles
7933:	THEE 7933
7934:	Northern Lites Robotics
7935:	Dragon 5
7936:	Robo Unicorns 2.0
7937:	The Hot Dogs
7938:	Horizon1
7939:	Enviro Bots2
7940:	Enviro Bots3
7941:	Enviro Bots4
7942:	Wildcats Robotics
7943:	STDA
7944:	Rosabell
7945:	PJ23
7946:	PJ23 HS
7947:	DECAbotz
7948:	DaisyBots
7949:	Comets 2
7950:	BMS
7951:	KAONs
7952:	Aviators 3
7953:	Vertigo
7954:	Iron Teens
7955:	Aluminum Sharks
7956:	West Philadelphia High School
7957:	7th grade OLMS Vikings
7958:	8th Grade OLMS Vikings
7959:	Cougar Cubs
7960:	FSS Falcons
7961:	Bulldogs
7962:	Infinity
7963:	Murrieta Springs Robotics Academy
7964:	Sprockets
7965:	Enderdragons
7966:	Technonewbs
7967:	Wahluke Warriors
7968:	GEARS
7969:	Iron Falcons
7970:	GARN-Kennedy
7971:	Undecided
7972:	Columbia Power
7973:	One and 'Oly
7974:	Half & Half
7975:	Techno-Spartans
7976:	The PolkaBots
7977:	Wolverines
7978:	BadgerBOTS Verona 2
7979:	Apple Tau by FIST
7980:	Moon Truckers
7981:	Munger Steel Wolves
7982:	Munger T-Bots
7983:	Untitled
7984:	West County Robotics 2
7985:	Team 2
7986:	Block Breakers
7987:	AA
7988:	hound bots II
7989:	Charlotte 100 First Tech
7990:	GEARHEADS!
7991:	Cookie Crushers
7992:	Lightning Robotics
7993:	Backward METS
7994:	HCST
7995:	Cyber Knights
7996:	Optimus Prime Rib
7997:	Electric Knights 2.0
7998:	Falcons
7999:	FrostByte
8000:	Team Paradox3
8001:	Cake Badgers
8002:	Cheap Plastic
8003:	ROCKFORD ROBOTECH 2
8004:	Pirates
8005:	Robot Renegades
8006:	GatorBots
8007:	Bulldog Robotic 2
8008:	Wolves
8011:	#celticrobotics
8012:	WK Robotics
8013:	Robotic Falcons
8014:	Teen Titans
8015:	Panthers
8016:	Mechano-Spartans
8017:	TechWarriors
8018:	Cheese Biscuit
8019:	Unwired
8020:	Falcons
8021:	TAFT ROCKETS
8022:	WHS
8023:	Outlaws 
8024:	bearcats 2
8025:	penguinrobotics
8026:	Cedarcrest Robotics
8027:	Mechanical Mayhem
8028:	Bear in Mind Robotics
8029:	Wildcats
8030:	Steel Wings
8031:	PatriotBot
8032:	Darth Panthers Omega
8033:	Tommies
8034:	Easy as Pi
8035:	Awesome O's
8036:	ElectraCATS
8037:	TechnoHawks2
8039:	Adrenaline Snails
8040:	Boogie Down Bots
8041:	Noobum Roboticum
8042:	T.W.A.B.A.
8043:	Bacon-Wrapped Fermions
8044:	Stormers
8045:	Gromit's Gromets
8046:	Robo Bears
8047:	Blazing Phoenix
8048:	HSE TIGERS
8049:	Robo Squad
8050:	Newbs in Robotics Part 2
8051:	GCHS Showtime Robotics
8052:	Dalek
8053:	Team CLUTCH
8054:	La Canada Engineering Club II
8055:	Rovatars
8056:	Iron Men (Fe Male)
8057:	Light Speed
8058:	Tigers
8059:	High Flying Hawks
8060:	Dragonwhales 
8061:	Mustangs
8062:	GWHS
8063:	Dragons
8064:	NACAC EMBODI DreamChasers
8065:	Iron Raiders
8066:	Spartanbots
8067:	King Cobras
8068:	Piece Keepers
8069:	Java Junkies
8070:	RoboWolves
8071:	iBot
8072:	electro
8073:	Quantum Chaos
8074:	Lincoln High School 
8075:	SVAH
8076:	San Fernando
8077:	Fourth Dimension
8078:	Tiger Tron
8079:	Bobcats
8080:	Wildcats
8081:	Knights of the Lab Table
8082:	Team Rocket
8083:	A Team
8084:	B Team
8085:	Circuit Breakers
8086:	Sonic Boom
8087:	Seahorse Stallions
8088:	Team Cephalopods
8089:	Kingswood Regional Middle School
8090:	Wreck-Tech
8091:	Road Kill Robotics
8092:	Metal Tooth
8093:	Cat-a-trons 
8094:	Robotic Rampage
8095:	Bulldogs
8096:	Tiger Robotics
8097:	Bobcats
8098:	MetroBotics - Seniors
8099:	Falcons
8100:	Mission Control
8101:	Chanhassen Knights
8102:	Tech Knights
8103:	EPSilon Robotics
8104:	Las Tortas
8105:	Ctrl Alt Destroy
8106:	The Ladies
8107:	DMA
8108:	Alpha
8109:	Team Beta
8110:	Team Gamma
8111:	nanoGIANTS
8112:	R6-D3
8113:	Team 2
8114:	None Yet
8115:	The Spartans
8116:	Jaguars
8117:	Bayside Overflow
8118:	FTC Sample Team
8119:	Robo-Dragons
8120:	Electric Hornets
8121:	Combustible Lemons
8122:	Knights
8123:	William James
8124:	Cyber Syndicate
8125:	Fox Lane Robotics
8126:	Coordinated Chaos
8127:	Cougars
8128:	Maroons 2
8129:	Cane Bots
8130:	Vikings
8131:	Centurions
8132:	Gear Heads-COG
8133:	Lakers 2
8134:	French Toast Mafia
8135:	Twilight Sparkle
8136:	Raytown C2
8137:	Dreamers
8138:	RHS Robotix
8139:	404 Team Not Found
8140:	Heelan
8141:	Hashslinging Slashers
8142:	Mounties
8143:	JagPrime
8144:	Transformators
8145:	Brighton Robotics
8146:	Media FTC
8147:	TBD
8148:	Aleph Bots
8149:	Red Alert: Panic in the Build Room
8150:	Team_
8151:	TEAM JOMOS
8152:	Portland Cybernetics
8153:	Modern Americans
8154:	Gort
8155:	Titanium Militia
8156:	FTC BEAUMONT
8157:	Puma Pride
8158:	Patriot 2
8159:	Club 1
8160:	Club 12
8161:	Chieftain Robotics
8162:	TBD
8163:	TBD2
8164:	TBD3
8165:	TDMS 4H Hallway Engineers
8166:	TBD4
8167:	RoboSTEM
8168:	Eagles
8169:	Hood River MS Engineering 1
8170:	E2
8171:	Rangerbots
8172:	Robo Rangers
8173:	Eagles
8175:	Saints
8176:	Elements
8177:	Lions
8178:	MACTC PM
8179:	Spartans
8180:	Deception
8181:	RoboDuckies
8182:	Dream Destroyers
8183:	N/A
8184:	N/A
8185:	N/A
8186:	N/A
8187:	Robopythons
8188:	Gear Heads - Sprocketz
8189:	Warren County 4H Robotics
8190:	Adeptus Mechanicus
8191:	Skynet
8192:	Skynet
8193:	Gladiators
8194:	Gators 2
8195:	Knights
8196:	Owls
8197:	BARC
8198:	AFSE-bots
8199:	AFSE-bots2
8200:	BASE Robotics
8201:	BASE
8202:	Wired Wildcats
8203:	FishBots
8204:	Wylie East Robotics
8205:	the Cobrots
8206:	Hornets
8208:	TROJANS
8209:	GEMs
8210:	LOHI Robotics League
8211:	RoboLancers
8212:	Roboz Locoz
8213:	Rustlers
8214:	Dark Horse Robotics
8215:	Trailblazer
8216:	The Greene Machine
8217:	Digital Falcons
8218:	Robo-Dragons
8219:	columbia
8220:	Commanders
8221:	Cubix
8222:	KUVA
8223:	Ug 2.0
8224:	GirlTech
8225:	Bobby Jr.
8226:	Thunder Storm
8227:	Enginuity
8228:	Rambot
8229:	GENESIS
8230:	Team FLA
8231:	Skyhawks
8232:	Black Team
8233:	Eagle Warriors
8234:	Warriors 1
8235:	Warriors 2
8236:	Wildcat Robotics
8237:	Saints
8238:	Beaver Robotics
8239:	Vicious Vassar Vulcans
8240:	Redhawks
8241:	Robotics
8242:	North Side High School
8243:	Giantbots
8244:	Team Derek
8245:	CohBots
8246:	Robotics Club
8247:	Toltech T-STEM BELL
8248:	Toltech T-STEM Fleming
8249:	Toltech T-STEM MARCONI
8250:	Toltech T-STEM WESTINGHOUSE
8251:	Toltech T-STEM WHITNEY
8252:	Toltech T-STEM WRIGHT
8253:	arc@JFK.edu
8254:	Spartanators
8255:	Owensboro High School
8256:	Bright Shiny Things
8257:	FC Robotics
8258:	Roughnecks
8259:	OMS
8260:	Lobotics
8261:	The Holy Controllers
8262:	D'Evelyn Jags
8263:	TBD
8264:	Robotics2
8265:	Robotics3
8266:	Longhorns
8267:	Cobalt Cobras
8268:	STEM Access
8269:	Blockbusters
8270:	Styx and Stones
8271:	Holly Hand Grenades
8272:	Sparks
8273:	Patriots
8274:	Hackers
8275:	Brick Busters
8276:	Lions
8277:	IDEA
8278:	Hutch
8279:	MASH Potatoes
8280:	Robominers II
8281:	TechSwan
8282:	Bearatroopers
8283:	UHS Trojan Robotics
8284:	Dem Girls
8285:	Falconators
8286:	Smartlogic
8290:	Techie Tigers
8291:	Bulldog Robotics
8292:	TBD
8293:	TBD
8294:	The Oysters
8295:	Baron Engineers
8296:	The Falcons
8297:	Geared UP!
8298:	Bunker Hill BLUE
8299:	Bunker Hill RED
8300:	East LIncoln Middle School
8301:	Brown and Carlile
8302:	Robotic  Longhorns
8303:	Techno Dragons
8304:	Wired Cats
8305:	BSGE Swarm
8306:	Danville Engineering Club
8307:	Bob or Else
8308:	Raptoids
8309:	Team Voyage
8310:	Team Voyage
8311:	Technicasualties
8312:	Hornets
8313:	HSI Tigers
8314:	Team 3
8315:	Boone County 4 H
8316:	Robstown Robotics
8317:	Big Bears
8318:	MA Robotics
8319:	Bots of Prey                                                                   
8320:	Wildcats
8321:	Wildcats
8322:	Mustangs II
8323:	Vikings
8324:	Edison Robotics 
8325:	RoboBaymen
8332:	gvvcvvv
8333:	Lego My Eggo
8334:	O.W.L.S.1
8335:	O.W.L.S. 2
8340:	RoboRaptors
8341:	Vicksburg Victors Advanced
8342:	All Star Comets
8344:	TBD
8345:	Red Devils
8346:	Poly Robotics Club
8353:	The Know Ship
8354:	CanaBot
8355:	NET ZERO
8358:	Gryphon
8362:	AutoVortex
8363:	Watt’s Up!
